RowID,Name,smiles-joint,cation,anion,econd_15,econd_20,econd_25,econd_30,econd_40,econd_50,econd_60,econd_70
IL0595,1-allyl-3-methylimidazolium chloride,Cn1cc[n+](CC=C)c1.[Cl-],Cn1cc[n+](CC=C)c1,[Cl-],,,0.00695,,,,,
IL0631,diethylammonium acetate,CC[NH2+]CC.CC([O-])=O,CC[NH2+]CC,CC([O-])=O,,,0.3795,,,,,
IL0643,"1,3-dibutylimidazolium bromide",CCCCn1cc[n+](CCCC)c1.[Br-],CCCCn1cc[n+](CCCC)c1,[Br-],,,0.23,,,,,
IL0790,"1,3-dibutylimidazolium tetrafluoroborate",CCCCn1cc[n+](CCCC)c1.F[B-](F)(F)F,CCCCn1cc[n+](CCCC)c1,F[B-](F)(F)F,,,0.17,,,,,
IL0792,ethyldiisopropylammonium formate,CC[NH+](C(C)C)C(C)C.[O-]C=O,CC[NH+](C(C)C)C(C)C,[O-]C=O,,,0.586,,,,,
IL0923,1-ethyl-3-methyl-1H-imidazol-3-ium L-methioninate,CCn1cc[n+](C)c1.CSCC[C@H](N)C([O-])=O,CCn1cc[n+](C)c1,CSCC[C@H](N)C([O-])=O,,,0.024,,,,,
IL0924,1-ethyl-3-methylimidazolium L-valinate,CCn1cc[n+](C)c1.CC(C)[C@H](N)C([O-])=O,CCn1cc[n+](C)c1,CC(C)[C@H](N)C([O-])=O,,,0.0088,,,,,
IL0925,1-ethyl-3-methyl-1H-imidazol-3-ium L-leucinate,CCn1cc[n+](C)c1.CC(C)C[C@H](N)C([O-])=O,CCn1cc[n+](C)c1,CC(C)C[C@H](N)C([O-])=O,,,0.0081,,,,,
IL0926,1-ethyl-3-methyl-1H-imidazol-3-ium L-lysinate,CCn1cc[n+](C)c1.NCCCC[C@H](N)C([O-])=O,CCn1cc[n+](C)c1,NCCCC[C@H](N)C([O-])=O,,,0.0078,,,,,
IL0927,1-ethyl-3-methyl-1H-imidazol-3-ium L-phenylalaninate,CCn1cc[n+](C)c1.N[C@@H](Cc1ccccc1)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](Cc1ccccc1)C([O-])=O,,,0.006,,,,,
IL0928,3-ethyl-1-methyl-1H-imidazol-3-ium L-tryptophanate,CCn1cc[n+](C)c1.N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,,,0.00000091,,,,,
IL0929,3-ethyl-1-methyl-1H-imidazol-3-ium L-histidinate,CCn1cc[n+](C)c1.N[C@@H](Cc1c[nH]cn1)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](Cc1c[nH]cn1)C([O-])=O,,,0.00001,,,,,
IL0930,3-ethyl-1-methyl-1H-imidazol-3-ium L-threoninate,CCn1cc[n+](C)c1.C[C@@H](O)[C@H](N)C([O-])=O,CCn1cc[n+](C)c1,C[C@@H](O)[C@H](N)C([O-])=O,,,0.01,,,,,
IL0931,3-ethyl-1-methyl-1H-imidazol-3-ium L-tyrosinate,CCn1cc[n+](C)c1.N[C@@H](Cc1ccc(O)cc1)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](Cc1ccc(O)cc1)C([O-])=O,,,0.000004,,,,,
IL0932,3-ethyl-1-methyl-1H-imidazol-3-ium L-cysteinate,CCn1cc[n+](C)c1.N[C@@H](CS)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](CS)C([O-])=O,,,0.0035,,,,,
IL0933,3-ethyl-1-methyl-1H-imidazol-3-ium L-argininate,CCn1cc[n+](C)c1.N[C@@H](CCCNC(N)=N)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](CCCNC(N)=N)C([O-])=O,,,0.00009,,,,,
IL0934,3-ethyl-1-methyl-1H-imidazol-3-ium L-asparaginate,CCn1cc[n+](C)c1.N[C@@H](CC(N)=O)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](CC(N)=O)C([O-])=O,,,0.00011,,,,,
IL0935,3-ethyl-1-methyl-1H-imidazol-3-ium L-glutaminate,CCn1cc[n+](C)c1.N[C@@H](CCC(N)=O)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](CCC(N)=O)C([O-])=O,,,0.000017,,,,,
IL0936,3-ethyl-1-methyl-1H-imidazol-3-ium (S)-2-amino-3-carboxypropanoate,CCn1cc[n+](C)c1.N[C@@H](CC(O)=O)C([O-])=O,CCn1cc[n+](C)c1,N[C@@H](CC(O)=O)C([O-])=O,,,0.00000017,,,,,
IL0944,2-methylbutylammonium formate,CCC(C)C[NH3+].[O-]C=O,CCC(C)C[NH3+],[O-]C=O,,,0.0858,,,,,
IL0945,pentylammonium formate,CCCCC[NH3+].[O-]C=O,CCCCC[NH3+],[O-]C=O,,,0.153,,,,,
IL0946,ethylammonium propionate,CC[NH3+].CCC([O-])=O,CC[NH3+],CCC([O-])=O,,,0.0872,,,,,
IL0947,ethylammonium lactate,CC[NH3+].CC(O)C([O-])=O,CC[NH3+],CC(O)C([O-])=O,,,0.026,,,,,
IL0948,ethylammonium glycolate,CC[NH3+].OCC([O-])=O,CC[NH3+],OCC([O-])=O,,,0.0864,,,,,
IL0949,2-methylpropylammonium formate,CC(C)C[NH3+].[O-]C=O,CC(C)C[NH3+],[O-]C=O,,,0.0699,,,,,
IL0950,ethylammonium formate,CC[NH3+].[O-]C=O,CC[NH3+],[O-]C=O,,,1.216,,,,,
IL0951,ethylammonium hydrogen sulfate,CC[NH3+].O[S]([O-])(=O)=O,CC[NH3+],O[S]([O-])(=O)=O,,,0.44,,,,,
IL0952,2-hydroxypropanaminium formate,CC(O)C[NH3+].[O-]C=O,CC(O)C[NH3+],[O-]C=O,,,0.049,,,,,
IL0953,methanaminium formate,C[NH3+].[O-]C=O,C[NH3+],[O-]C=O,,,4.38,,,,,
IL0954,ethylammonium butyrate,CC[NH3+].CCCC([O-])=O,CC[NH3+],CCCC([O-])=O,,,0.103,,,,,
IL0956,ethylammonium acetate,CC[NH3+].CC([O-])=O,CC[NH3+],CC([O-])=O,,,0.222,,,,,
IL1236,"N,N,N-tributyloctan-1-aminium trifluoromethanesulfonate",CCCCCCCC[N+](CCCC)(CCCC)CCCC.[O-][S](=O)(=O)C(F)(F)F,CCCCCCCC[N+](CCCC)(CCCC)CCCC,[O-][S](=O)(=O)C(F)(F)F,,,0.0017,,,,,
IL1248,1-ethyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](CC)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](CC)c1,F[B-](F)(F)F,,,0.06095,,,,,
IL1249,1-decyl-3-ethylimidazolium tetrafluoroborate,CCCCCCCCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,CCCCCCCCCC[n+]1ccn(CC)c1,F[B-](F)(F)F,,,0.0361,,,,,
IL1250,1-butyl-3-ethylimidazolium tetrafluoroborate,CCCCn1cc[n+](CC)c1.F[B-](F)(F)F,CCCCn1cc[n+](CC)c1,F[B-](F)(F)F,,,0.3445,,,,,
IL1251,1-ethyl-3-hexylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](CC)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](CC)c1,F[B-](F)(F)F,,,0.139,,,,,
IL1256,1-allyl-3-methyl-1H-imidazol-3-ium propionate,Cn1cc[n+](CC=C)c1.CCC([O-])=O,Cn1cc[n+](CC=C)c1,CCC([O-])=O,,,0.18,,,,,
IL1301,"N,N-diethyl-N-methylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CCC[N+](C)(CC)CC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCC[N+](C)(CC)CC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.22,,,,,
IL1303,"N,N,N-triethyl-2-methoxyethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CC[N+](CC)(CC)CCOC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CC[N+](CC)(CC)CCOC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.21,,,,,
IL1304,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium tetrafluoroborate",CC[N+](C)(C)CCOC.F[B-](F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)F,,,0.17,,,,,
IL1371,ethanolammonium nitrate,[NH3+]CCO.[O-][N+]([O-])=O,[NH3+]CCO,[O-][N+]([O-])=O,,,0.935,,,,,
IL1435,1-allyl-3-methylimizodalium formate,Cn1cc[n+](CC=C)c1.[O-]C=O,Cn1cc[n+](CC=C)c1,[O-]C=O,,,0.821,,,,,
IL1436,1-allyl-3-methylimizodalium lactate,Cn1cc[n+](CC=C)c1.C[C@H](O)C([O-])=O,Cn1cc[n+](CC=C)c1,C[C@H](O)C([O-])=O,,,0.088,,,,,
IL1437,1-allyl-3-methylimizodalium acetate,Cn1cc[n+](CC=C)c1.CC([O-])=O,Cn1cc[n+](CC=C)c1,CC([O-])=O,,,0.302,,,,,
IL1438,1-allyl-3-methylimizodalium butanoate,Cn1cc[n+](CC=C)c1.CCCC([O-])=O,Cn1cc[n+](CC=C)c1,CCCC([O-])=O,,,0.121,,,,,
IL1439,1-allyl-3-methylimizodalium benzoate,Cn1cc[n+](CC=C)c1.[O-]C(=O)c1ccccc1,Cn1cc[n+](CC=C)c1,[O-]C(=O)c1ccccc1,,,0.0388,,,,,
IL1440,1-allyl-3-methylimizodalium glycollate,Cn1cc[n+](CC=C)c1.OCC([O-])=O,Cn1cc[n+](CC=C)c1,OCC([O-])=O,,,0.1175,,,,,
IL1451,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,,,0.32,,,,,
IL1452,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,,,0.24,,,,,
IL1453,"2-methoxy-N,N,N-trimethylethan-1-aminium trifluoro(perfluoropropyl)borate",COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.25,,,,,
IL1454,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoropropyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.26,,,,,
IL1455,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoropropyl)borate",CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.19,,,,,
IL1456,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(trifluoromethyl)borate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,,,0.21,,,,,
IL1458,"2-methoxy-N-ethyl-N,N-dimethylethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)F,,,0.25,,,,,
IL1459,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)F,,,0.2,,,,,
IL1461,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(perfluoroethyl)borate",CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F,,,0.23,,,,,
IL1463,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,,,0.38,,,,,
IL1507,1-ethyl-3-methylimidazolium ammonioacetate,CCn1cc[n+](C)c1.NCC([O-])=O,CCn1cc[n+](C)c1,NCC([O-])=O,,,0.057,,,,,
IL1557,1-ethyl-3-methylimidazolium L-glutamate,CCn1cc[n+](C)c1.[NH3+][C@@H](CCC([O-])=O)C([O-])=O,CCn1cc[n+](C)c1,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,,,0.00005,,,,,
IL1594,1-ethyl-3-methyl-1H-imidazolium L-prolinate,CCn1cc[n+](C)c1.[O-]C(=O)[C@@H]1CCCN1,CCn1cc[n+](C)c1,[O-]C(=O)[C@@H]1CCCN1,,,0.016,,,,,
IL1595,1-ethyl-3-methyl-1H-imidazolium L-isoleucinate,CCn1cc[n+](C)c1.CC[C@H](C)[C@H](N)C([O-])=O,CCn1cc[n+](C)c1,CC[C@H](C)[C@H](N)C([O-])=O,,,0.00069,,,,,
IL1612,4-methyl-4-pentylmorpholinium N-cyanocyanamide,CCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.0727,,,,,
IL1613,4-butyl-4-methylmorpholinium N-cyanocyanamide,CCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.141,,,,,
IL1614,4-methyl-4-nonylmorpholinium N-cyanocyanamide,CCCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCCCCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.0158,,,,,
IL1615,4-methyl-4-propylmorpholinium N-cyanocyanamide,CCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.1335,,,,,
IL1616,4-methyl-4-octylmorpholinium N-cyanocyanamide,CCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCCCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.02145,,,,,
IL1617,4-heptyl-4-methylmorpholinium N-cyanocyanamide,CCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.0265,,,,,
IL1618,4-hexyl-4-methylmorpholinium N-cyanocyanamide,CCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCCCC[N+]1(C)CCOCC1,N#C[N-]C#N,,,0.07205,,,,,
IL1661,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoropropyl)borate Chemical Formula: C12H22BF10NO",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.18,,,,,
IL1752,"1,1,3,3-tetramethylguanidinium lactate",CN(C)C(=[NH2+])N(C)C.CC(O)C([O-])=O,CN(C)C(=[NH2+])N(C)C,CC(O)C([O-])=O,,,0.0101,,,,,
IL1783,hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[N+](C)(C)C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCC[N+](C)(C)C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.043,,,,,
IL1796,trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCC[N+](C)(C)C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(C)C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.035,,,,,
IL1800,tributyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCC[N+](CCCC)(CCCC)CCCC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCCC[N+](CCCC)(CCCC)CCCC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.013,,,,,
IL1801,ethylheptyl-di-(1-methylethyl)ammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCC[N+](CC)(C(C)C)C(C)C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCC[N+](CC)(C(C)C)C(C)C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.031,,,,,
IL1802,heptyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCC[N+](C)(C)C.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCC[N+](C)(C)C,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.04,,,,,
IL1803,tributylhexylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[N+](CCCC)(CCCC)CCCC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCC[N+](CCCC)(CCCC)CCCC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.016,,,,,
IL1804,tributylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCC[N+](CCCC)(CCCC)CCCC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCCCC[N+](CCCC)(CCCC)CCCC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.016,,,,,
IL1818,1-pentyltetrahydrothiophenium bis(trifluoromethylsulfonyl)imide,CCCCC[S+]1CCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCCC[S+]1CCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.146,,,,,
IL1896,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(C)CCCCC1.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,,0.139,,,,,
IL1922,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.15,,,,,
IL1923,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.13,,,,,
IL1924,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.11,,,,,
IL0005,1-butyl-3-methylimidazolium nitrate,CCCCn1cc[n+](C)c1.[O-][N+]([O-])=O,CCCCn1cc[n+](C)c1,[O-][N+]([O-])=O,,0.0255,,,,,,
IL0332,1-butyl-3-methylimidazolium hydrogen sulfate,CCCCn1cc[n+](C)c1.O[S]([O-])(=O)=O,CCCCn1cc[n+](C)c1,O[S]([O-])(=O)=O,,0.0014,,,,,,
IL1175,1-(3-(N-(3-butoxy-2-hydroxypropyl)acetamido)propyl)-1H-imidazol-3-ium ethanesulfonate,CCCCOCC(O)CN(CCCn1cc[nH+]c1)C(C)=O.CC[S]([O-])(=O)=O,CCCCOCC(O)CN(CCCn1cc[nH+]c1)C(C)=O,CC[S]([O-])(=O)=O,,0.00138,,,,,,
IL1176,1-(3-(N-(3-butoxy-2-hydroxypropyl)acetamido)propyl)-1H-imidazol-3-ium acetate,CCCCOCC(O)CN(CCCn1cc[nH+]c1)C(C)=O.CC([O-])=O,CCCCOCC(O)CN(CCCn1cc[nH+]c1)C(C)=O,CC([O-])=O,,0.00135,,,,,,
IL1182,tributyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,CCCC[P+](CCCC)(CCCC)CCSCC.F[S](=O)(=O)[N-][S](F)(=O)=O,CCCC[P+](CCCC)(CCCC)CCSCC,F[S](=O)(=O)[N-][S](F)(=O)=O,,0.0595,,,,,,
IL1183,tributyl(2-(ethylthio)ethyl)phosphonium tetrafluoroborate,CCCC[P+](CCCC)(CCCC)CCSCC.F[B-](F)(F)F,CCCC[P+](CCCC)(CCCC)CCSCC,F[B-](F)(F)F,,0.0332,,,,,,
IL1185,triethyl((methylthio)methyl)phosphonium bis(fluorosulfonyl)amide,CC[P+](CC)(CC)CSC.F[S](=O)(=O)[N-][S](F)(=O)=O,CC[P+](CC)(CC)CSC,F[S](=O)(=O)[N-][S](F)(=O)=O,,0.292,,,,,,
IL1188,triethyl(2-(methylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,CC[P+](CC)(CC)CCSC.F[S](=O)(=O)[N-][S](F)(=O)=O,CC[P+](CC)(CC)CCSC,F[S](=O)(=O)[N-][S](F)(=O)=O,,0.183,,,,,,
IL1190,triethyl(2-(ethylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,CCSCC[P+](CC)(CC)CC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCSCC[P+](CC)(CC)CC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.122,,,,,,
IL1191,triethyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,CCSCC[P+](CC)(CC)CC.F[S](=O)(=O)[N-][S](F)(=O)=O,CCSCC[P+](CC)(CC)CC,F[S](=O)(=O)[N-][S](F)(=O)=O,,0.194,,,,,,
IL1194,tributyl((methylthio)methyl)phosphonium bis(fluorosulfonyl)amide,CCCC[P+](CCCC)(CCCC)CSC.F[S](=O)(=O)[N-][S](F)(=O)=O,CCCC[P+](CCCC)(CCCC)CSC,F[S](=O)(=O)[N-][S](F)(=O)=O,,0.0652,,,,,,
IL1195,tributyl((methylthio)methyl)phosphonium tetrafluoroborate,CCCC[P+](CCCC)(CCCC)CSC.F[B-](F)(F)F,CCCC[P+](CCCC)(CCCC)CSC,F[B-](F)(F)F,,0.039,,,,,,
IL1196,tributyl(2-(methylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,CCCC[P+](CCCC)(CCCC)CCSC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCSC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.0433,,,,,,
IL1199,tributyl(2-(ethylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,CCCC[P+](CCCC)(CCCC)CCSCC.FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCSCC,FC(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)F,,0.0457,,,,,,
IL1622,1-ethyltetrahydrothiophenium N-cyanocyanamide,CC[S+]1CCCC1.N#C[N-]C#N,CC[S+]1CCCC1,N#C[N-]C#N,,1.76,,,,,,
IL1623,1-butyltetrahydrothiophenium N-cyanocyanamide,CCCC[S+]1CCCC1.N#C[N-]C#N,CCCC[S+]1CCCC1,N#C[N-]C#N,,0.76,,,,,,
IL2000,1-(3-((3-butoxy-2-hydroxypropyl)ammonio)propyl)-1H-imidazol-3-ium ethanesulfonate,CCCCOCC(O)C[NH2+]CCCn1cc[nH+]c1.CC[S]([O-])(=O)=O.CC[S]([O-])(=O)=O,CCCCOCC(O)C[NH2+]CCCn1cc[nH+]c1,CC[S]([O-])(=O)=O,,0.0545,,,,,,
